Numero control Encuesta;Departamento;Tipo: H o R;Tamano;Sexo;Edad;Es jefe de hogar;Personas que dependen;Cuantos aportan al hog;Lugar nacimiento codigo;Otro pais. Especificar;Ano llego Uruguay ultima vez;Nivel educ formal;Alguno de los estudios que;Especifique si es otro;Realizo cursos rel con cargo;Han sido pagados por;Segunda opcion;Total horas de cursos;Tiene otro trabajo;Sector del otro trab;Especifique sin no es turismo;Tipo contrato;Termino del contrato;Especifique meses/u otro termino;Contrato por empresa para la que hace tarea;Esta en caja;Aporta por 100% salario;Si no en caja: goza benef;Tipo horario;Especifique tipo horario;Criterio dia libre;Horas que trabaja en la semana;Razon empleo es parcial;Especifique razon;Trabaja todos meses del ano;Cual es el motivo prinicpal por el que no trabaja todos los;Otro motivo. Especificar;En este empleo pertenece a un sindicato;Conoce usted los beneficios de la neg colect;Codigo Seccion o depto trabaja;Nombre seccion o depto donde trabaja;Codigo puesto/cargo de contrato;Nombre puesto/cargo de contrato;Realiza tareas diferentes puestos;Antiguedad ANOS;Si no tenia experiencia previa en el ramo..Ramo de donde proviene;Especificar ramo;Cual es la Principal razon trabaja en rubro;Especifique razon estar en rubro;Salario mensual sin propina;Rango sal mens sin propina;Cuanto gana hora/dia;Propina mes/temp alta;Propina mes/temp baja;Estoy activamente buscando otras;El ano que viene voy a  buscar otro trabajo;Voy a cambiar de trabajo a primera oportunidad;Tengo la intencion de renunciar;Motivo principal por el que esta buscando;Me sentiria culpable;Siento una responsabilidad;Si tuviera una oferta;Creo que no podria;Aunque fuera ventajoso;Esta empresa se merece;Seria muy feliz si;Realmente siento los;Esta empresa significa;En esta empresa me;Siento amor por mi empresa;Me gusta la tarea que ;Estoy satisfecho con las posibilidades;Estoy satisfecho con mi trabajo;Mi salario me satisface;Estoy satisfecho con cantidad de horas;Limpieza, iluminacion ventilacion;El entorno fisico y el espacio;Los medios materiales que tengo;En mi empresa tengo satisfactorias oportunidades;Estoy satisfecho con la formacion;La forma en que se lleva a cabo la negociacion;La supervision que ejercen sobre mi;Estoy satisfecho de como mi empresa cumple el convenio;Estoy satisfecho con la estabilidad;Estoy satisfecho con el grado de participacion;Me gusta la forma en que mis superiores juzgan;Me satisface mi capacidad actual;Mi empresa me trata con buena jusicia;Estoy contento con el apoyo;Me satisface mi actual grado;Estoy satisfecho con las relaciones;Estoy satisfecho con los incentivos;Estoy contento con el nivel;Estoy satisfecho con mi jornada;Estoy satisfecho con las normas de seguridad;Satisfaccion Global
190;Montevideo;Restaurante;30;Mujer;29;Si;1;1;Uruguay;; ;MediaCompleta;UTU-Turismo;99;No;99;;99;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;48;99;99;Si;99;99;No;No;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;Si, todos los niveles;5;99;NULL;Siempre quise;99;NULL;5;99;4000;NULL;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Moderadamente de acuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Moderadamente desacuerdo;Moderadamente desacuerdo;Moderadamente de acuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No sabe;De acuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
191;Montevideo;Restaurante;30;Mujer;45;Si;0;0;OtroPais;Argentina;1980;MediaCompleta;Otro.Especificar;COCINA;No;99;;99;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;48;99;99;Si;99;99;No;Si;20;Alimentos y bebidas/ Cocina;20.1.;Lavandin       ;Si, mismo nivel;4;99;NULL;Siempre quise;99;NULL;4;99;5000;NULL;DefinitivamenteNo;Tal vez Si;Tal vez Si;DefinitivamenteNo;Mejorara ingresos;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo
192;Montevideo;Hotel;178;Hombre;29;Si;2;1;OtroPais;Venezuela;2016;TenicaSuperior(Completa);Ninguno;99;Si;3;;80;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno rotativo con noche;NULL;1;48;99;99;Si;99;99;No;No;20;Alimentos y bebidas/ Cocina;20.9.;Panadero       ;Generalmente no;3;99;NULL;Siempre quise;99;NULL;7;99;5000;NULL;DefinitivamenteNo;DefinitivamenteNo;Tal vez No;DefinitivamenteNo;99;Moderadamente de acuerdo;Moderadamente de acuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;No sabe;En desacuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo
193;Montevideo;Hotel;178;Mujer;28;No;1;1;OtroPais;Argentina;2016;TecinaSuperior(Incompleta);UTU-Turismo;99;Si;1;;12;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno rotativo con noche;NULL;1;48;99;99;Si;99;99;No;No;12;Habitaciones Recepcion;12.2.;Recepcionista       ;Generalmente no;1;99;NULL;Siempre quise;99;NULL;7;99;NULL;99;DefinitivamenteNo;DefinitivamenteNo;Tal vez No;Tal vez No;99;Ni decuedo ni desacuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;No sabe;En desacuerdo;No sabe;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo
194;Montevideo;Hotel;178;Mujer;26;No;1;1;Uruguay;; ;MediaSecundaria(Incompleta);Ninguno;99;No;99;;99;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno rotativo exceoto noche;NULL;1;24;4;LICENCIA MATERNAL;Si;99;99;No;No;17;Habitaciones Ama de llaves;17.2.;Mucama       ;Si, mismo nivel;1;99;NULL;Siempre quise;99;NULL;6;99;500;NULL;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
195;Montevideo;Hotel;178;Hombre;44;Si;2;0;Uruguay;; ;MediaSecundaria(Incompleta);Ninguno;99;Si;3;;100;Si;Otro;CONSTRUCCION;Escrito;Permanente;99;1;Si;1;99;Turno rotativo con noche;NULL;1;44;99;99;Si;99;99;No;No;1;Mantenimiento;1.1.;Auxiliar de mantenimiento     ;Si, mismo nivel;2;99;NULL;Siempre quise;99;NULL;7;99;NULL;99;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
196;Montevideo;Hotel;178;Mujer;37;Si;0;0;Uruguay;; ;Posgrado(Incompleto);Ninguno;99;Si;6;;50;No;99;99;Escrito;Otro;EMPEZO CON CONTRATO A PRUEBA POR 3 MESES Y LUEGO NO FIRMO OTRO;1;Si;1;99;Turno fijo diurno;NULL;1;44;99;99;Si;99;99;No;Si;7;Gestion humana - apoyo ;7.3.;CoordinadorFormacion/GestioHumana    ;Generalmente no;3;Otro;EN RRHH PERO EN UNA CONSULTORA;No sabe;99;NULL;9;99;NULL;99;DefinitivamenteNo;Tal vez Si;DefinitivamenteNo;DefinitivamenteNo;Mejorara ingresos;Moderadamente desacuerdo;Totalmente de acuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Moderadamente desacuerdo;Moderadamente de acuerdo;Moderadamente desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo
197;Montevideo;Hotel;44;Hombre;30;Si;0;1;Uruguay;;2005;Universitaria(Incompleta);Ninguno;99;Si;2;;50;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;40;4;TIPO DE CONTRATO;Si;99;99;No;Si;1;Mantenimiento;1.5.;Supervisor de Mantenimiento     ;Si, mismo nivel;1;99;NULL;No encontre mejor opcion;99;NULL;7;99;NULL;99;Tal vez Si;Tal vez Si;DefinitivamenteNo;DefinitivamenteNo;Mejorara ingresos;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Moderadamente desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Moderadamente desacuerdo;Moderadamente desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo
198;Montevideo;Hotel;44;Hombre;29;No;2;1;Uruguay;; ;TenicaSuperior(Completa);Otro.Especificar;INSTITUTO MAPA (TECNICO) HOTELERIA-TURISMO;Si;3;;20;Si;Otro;EVENTOS;Escrito;Permanente;99;1;Si;1;99;Turno rotativo con noche;NULL;1;70;99;99;Si;99;99;No;Si;5;Gerencia general - apoyo;5.1.;Secretaria de Gerencia general    ;Si, todos los niveles;1;Turismo; ;Siempre quise;99;NULL;8;99;10000;NULL;Tal vez Si;Tal vez Si;Tal vez Si;Tal vez No;Trabajo acorde formacion;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Totalmente desacuerdo;Moderadamente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Moderadamente desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo
199;Montevideo;Hotel;44;Hombre;20;No;0;2;Uruguay;; ;MediaSecundaria(Incompleta);Ninguno;99;Si;2;;100;Si;Turismo;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;40;4;TIPO DE CONTRATO;Si;99;99;No;No;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;Si, de nivel superior;1;99;NULL;Siempre quise;99;NULL;4;99;2000;NULL;DefinitivamanteSi;DefinitivamanteSi;Tal vez Si;Tal vez Si;Mejorara ingresos;Moderadamente de acuerdo;Moderadamente de acuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Totalmente desacuerdo;Moderadamente de acuerdo;Moderadamente desacuerdo;Moderadamente desacuerdo;Moderadamente desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
200;Montevideo;Hotel;40;Hombre;52;Si;2;1;Uruguay;; ;TecinaSuperior(Incompleta);Ninguno;99;Si;3;;100;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;52;99;99;Si;99;99;No;Si;12;Habitaciones Recepcion;12.6.;Jefe de recepcion     ;Si, de nivel superior;4;99;NULL;Siempre quise;99;NULL;7;99;1000;NULL;Tal vez Si;Tal vez No;DefinitivamenteNo;DefinitivamenteNo;Mejorara ingresos;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
201;Montevideo;Restaurante;20;Mujer;39;Si;4;1;Uruguay;; ;MediaCompleta;Ninguno;99;No;99;;99;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;48;99;99;Si;99;99;No;No;22;Alimentos y bebidas/ Sala-Restaurantes;22.8.;Otro       ;Generalmente no;10;99;NULL;Siempre quise;99;NULL;7;99;NULL;99;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Moderadamente desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
202;Montevideo;Restaurante;20;Mujer;39;Si;1;1;Uruguay;; ;MediaSecundaria(Incompleta);Ninguno;99;No;99;;99;Si;Otro;SALUD Y DEPORTE;Escrito;Permanente;99;1;Si;1;99;Turno rotativo con noche;NULL;1;40;1;99;Si;99;99;No;No;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;Si, de nivel superior;4;99;NULL;Siempre quise;99;NULL;1;99;20000;NULL;DefinitivamenteNo;Tal vez Si;Tal vez Si;Tal vez No;Mejorara ingresos;Moderadamente de acuerdo;Moderadamente de acuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente de acuerdo;Moderadamente desacuerdo;Totalmente desacuerdo;Moderadamente desacuerdo;Moderadamente desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo
203;Montevideo;Restaurante;20;Mujer;40;Si;1;2;Uruguay;; ;MediaCompleta;Ninguno;99;Si;3;;24;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno rotativo con noche;NULL;1;51;99;99;Si;99;99;No;Si;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;Si, mismo nivel;2;99;NULL;Siempre quise;99;NULL;2;99;16000;NULL;DefinitivamenteNo;DefinitivamenteNo;Tal vez Si;DefinitivamenteNo;Trabajo acorde formacion;Moderadamente de acuerdo;Totalmente de acuerdo;Moderadamente desacuerdo;Moderadamente de acuerdo;Totalmente de acuerdo;Moderadamente desacuerdo;Totalmente desacuerdo;Moderadamente de acuerdo;Moderadamente desacuerdo;Totalmente de acuerdo;Totalmente desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo
204;Montevideo;Restaurante;20;Hombre;30;Si;0;0;Uruguay;; ;Universitaria(Incompleta);Ninguno;99;Si;5;;48;Si;Otro;GASTRONOMIA;Verbal;Permanente;99;2;Si;2;99;Turno fijo nocturno;NULL;2;16;4;OTRO TRABAJO;Si;99;99;Si;Si;20;Alimentos y bebidas/ Cocina;20.5.;Cocinero       ;Si, todos los niveles;2;99;NULL;Siempre quise;99;NULL;1;99;NULL;1500;Tal vez Si;Tal vez Si;DefinitivamenteNo;DefinitivamenteNo;Mejorara ingresos;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo
205;Montevideo;Restaurante;20;Mujer;26;Si;1;0;Uruguay;; ;BasicaPrimaria(Incompleta);UTU-Turismo;99;No;99;;99;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo nocturno;NULL;1;48;99;99;Si;99;99;No;Si;22;Alimentos y bebidas/ Sala-Restaurantes;22.8.;Otro       ;Si, todos los niveles;1;99;NULL;Siempre quise;99;NULL;5;99;NULL;99;Tal vez Si;DefinitivamenteNo;Tal vez Si;DefinitivamenteNo;Mejorara ingresos;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No sabe;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo
206;Montevideo;Restaurante;25;Hombre;41;Si;0;2;Uruguay;; ;MediaCompleta;Otro.Especificar;BAR TENDER;Si;3;;100;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;44;99;99;Si;99;99;No;Si;22;Alimentos y bebidas/ Sala-Restaurantes;22.8.;Otro       ;Generalmente no;19;99;NULL;Siempre quise;99;NULL;8;99;NULL;99;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
207;Montevideo;Restaurante;25;Hombre;19;No;0;1;Uruguay;; ;MediaCompleta;Ninguno;99;No;99;;99;No;99;99;Verbal;Permanente;99;1;Si;1;99;Turno rotativo con noche;NULL;1;44;99;99;Si;99;99;No;No;20;Alimentos y bebidas/ Cocina;20.2.;Ayudante de cocina     ;Si, mismo nivel;1;Primer Trabajo; ;No sabe;99;NULL;6;99;NULL;99;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Moderadamente de acuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
208;Montevideo;Hotel;44;Hombre;33;No;0;1;Uruguay;; ;TecinaSuperior(Incompleta);UTU-Turismo;99;No;99;;99;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;48;99;99;Si;99;99;No;No;12;Habitaciones Recepcion;12.2.;Recepcionista       ;Generalmente no;5;99;NULL;No sabe;99;NULL;4;99;NULL;99;Tal vez Si;Tal vez Si;Tal vez No;DefinitivamenteNo;Teme quedar sin empleo;Totalmente de acuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Moderadamente desacuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;No sabe;De acuerdo;No sabe;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
209;Montevideo;Hotel;80;Mujer;33;Si;0;0;OtroPais;Cuba;2018;Universitaria(Completa);Ninguno;99;No;99;;99;No;99;99;Escrito;Permanente;99;2;Si;1;99;Turno rotativo exceoto noche;NULL;1;44;99;99;Si;99;99;No;No;12;Habitaciones Recepcion;12.2.;Recepcionista       ;Si, nivel inferior;1;Otro;SALUD, JEFA DE REGISTRO MEDICO;Otro;FAMILIAR;NULL;7;99;NULL;99;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
210;Montevideo;Hotel;80;Mujer;29;No;0;3;Uruguay;; ;TenicaSuperior(Completa);Otro.Especificar;ITHU;Si;3;;100;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;44;99;99;Si;99;99;No;Si;12;Habitaciones Recepcion;12.6.;Jefe de recepcion     ;Si, de nivel superior;3;99;NULL;Siempre quise;99;NULL;7;99;NULL;99;DefinitivamenteNo;Tal vez No;Tal vez No;Tal vez No;99;Totalmente de acuerdo;Moderadamente de acuerdo;Totalmente desacuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;No sabe;De acuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
